type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
571,1.0881131,-0.6384383,-0.18174934,-0.109288916,0.054604556,-0.92717075,-0.21252824,-0.015863346,-0.4671517,-0.10706782,-0.7905547,-0.45893562,0.09070043,0.73960745,-0.108568735,-0.2683519,-0.32461342,0.60546273,0.789798,-0.15949205,-0.47618982,-0.41237992,1.1458122,0.7177124,0.28792623,-0.60823554,0.3153982,-0.14582457,0.1922445,-1.5051432,0.12342075,0.7898648,0.087188594,0.6893763,-0.761278,-0.56629515,0.23470452,0.36590672,-0.22477393,-1.0259136,0.186015,-0.39597464,-1.250217,-0.42711863,0.28491423,-0.16630358,-0.070691,0.1784209,-0.41884145,-0.07621341,0.0752697,0.46972173,1.719138,0.7002946,-0.625244,0.419027,0.80357325,0.47072697,-0.30533317,-0.12702358,-1.2412028,0.6513034,-0.10770465,-0.5393146
572,0.823153,-0.51197505,-0.37304822,0.4009284,-0.11614786,-0.9699643,-0.7509853,-0.24758488,-0.86162287,0.4358969,-1.777203,-0.06773342,-0.8430171,0.38987532,-0.42179176,-0.007986979,0.10865437,1.1529757,-0.16648155,-0.8440575,-0.15358958,-0.53442645,0.3699621,1.5029228,-0.45750692,-0.74374235,0.002582751,-0.08423891,-0.13830394,-0.943093,0.10154491,0.8425745,0.057983458,0.0042116395,-0.13477714,-0.82188636,-0.5907735,0.48297027,0.814056,-1.0200919,-0.73170173,-0.32858092,-0.8628622,-0.8616078,-0.0567628,-0.08429179,-0.09475246,0.52614444,-0.06780265,0.14313437,0.54672474,0.37100428,1.0998987,-0.044383056,-0.35029835,0.055503506,0.6397807,-0.03656634,-0.104147576,-0.30168456,-1.6639211,0.67814,-0.15118568,0.5112585
578,0.7556027,-0.59038,0.21911374,0.37638828,-0.47220385,-1.1830853,-0.66928154,-0.21768086,-0.56905276,-0.4764606,-0.36964682,-0.24247314,-0.5137319,0.09516836,-0.36935693,-0.43712726,0.018391017,0.693608,0.14191084,-0.32174623,-0.8388805,0.121431716,0.020792136,0.90518486,0.14360069,-0.34888288,1.2553343,-0.95644796,0.39318132,-0.55754226,0.62431425,0.58567977,0.24579255,1.0259769,0.8152172,-0.3161501,-0.017637037,1.0270593,0.08166138,-1.5716014,-0.31774774,-0.8216654,0.038635757,-0.49925253,-0.69306433,-0.066139735,0.14436159,-0.2843392,0.30832976,-0.021302326,0.6304285,0.67811745,1.6830136,0.9369415,0.48505953,-0.38661838,0.8268325,-1.1284577,-0.10123877,-0.30393207,-0.8714137,-0.031522673,-0.9072284,0.1069885
581,1.0049818,-0.8728891,-0.60731125,-0.115646444,-0.14785264,-0.782991,-0.0459887,0.0043626996,0.0035865416,0.6373374,-1.1645635,-0.101086214,0.15064959,-0.06591324,-0.38387638,0.24591476,0.7941746,1.0676596,-0.17663136,-0.54396844,0.6464784,0.3642674,1.1489993,0.6648358,0.19742301,-0.4256043,0.37672982,-0.2871569,-0.28270447,-0.98030704,0.9423556,0.9040656,0.07682481,-0.040570475,-0.46688935,-1.0505223,-0.1123217,0.77376,0.11493317,-0.7853435,-0.1384672,-0.4527432,-1.0963739,-0.12475406,0.12907356,-0.9431726,0.36369827,0.76187646,-0.65005094,0.059039805,-0.071811005,0.48570424,0.75528014,0.33063132,-1.4049104,0.85377526,0.14694192,-0.0748838,-0.059956413,-0.010146066,-1.2594202,-0.33182958,-0.18163772,1.5068015
584,0.48744372,-0.06046588,-0.6807501,0.8409042,0.54298526,-0.3685358,-1.3359041,-0.09233056,-1.4190103,-0.137919,-1.8784564,0.9702632,-0.87166154,0.02556533,-0.5568749,-0.1275283,0.81389284,0.6297903,-0.42867044,-1.0475408,-0.25602606,-0.63907444,0.47244096,0.707694,-0.53455645,0.25616172,0.1760261,-0.3039369,-0.6304263,-0.35956365,-0.0029011639,0.76597434,-0.020201229,-0.041491665,0.26054558,-0.32517967,-0.21585576,0.7690918,-0.42870465,-0.07594822,-1.1127692,-0.49040094,-0.40083385,-0.42730445,-0.44792995,-0.44082507,0.41232648,0.66995215,0.8085487,0.53743595,0.7403807,0.53436875,-0.3717741,-0.5941525,-0.13678676,-0.55433637,0.4285712,-0.4123776,-0.2343945,0.008155656,-0.55623925,0.05911154,0.24976566,0.46111813
593,1.4997355,-1.0327369,0.075859435,0.2068167,-0.0018751412,-0.9037388,-0.18855466,0.30859393,-0.114301965,-0.33006334,-0.79774624,-0.031017585,-0.26931658,-0.3246642,-0.57239145,-0.5228186,0.4915795,0.56791496,0.07046915,-0.17708805,-0.5791602,0.024514154,0.54802203,0.8616785,0.084594384,-0.47766283,0.78269714,-0.66141224,0.15006463,-0.43401945,0.63685346,1.0088068,0.4529038,0.91235006,0.17589913,-0.4721263,-0.08248458,0.53961,0.06630528,-0.9304501,0.26403534,-0.74499875,-0.7186663,-0.1413185,-0.529533,-0.3588639,0.7926466,0.08289485,-0.39715564,-0.08018352,0.31161913,0.43158108,1.1250331,0.8283197,0.027233593,-0.0529119,0.47515094,-0.64756787,0.07844313,0.066855185,-0.6270748,-0.20220868,-0.72368824,0.16781703
596,1.0140264,-0.6810418,0.109162845,0.7519805,0.05506028,-0.909768,-0.9914073,-0.1121914,-0.92012024,0.10260502,-1.6312977,0.31124595,-1.2425953,-0.054219276,-0.65474343,-0.691027,0.4654902,1.0473512,-0.2708667,-0.9593102,-0.5701118,-0.3142303,0.05995022,1.4185127,-0.41517073,-0.23616046,0.54284185,-0.6396379,-0.2292386,-0.5155003,0.44006294,0.91752946,0.38163176,-0.05884879,0.64955145,-0.2703667,-0.07172356,0.87408954,0.5235763,-0.8042794,-0.71876186,-0.6707203,-0.048603192,-0.7081432,-0.6064747,-0.26387724,0.46344104,0.34889266,0.42667913,0.26031482,0.65183365,0.50997645,0.4726912,0.14317986,0.40034458,-0.6343819,0.39814553,-0.9303002,0.2240729,0.054248128,-0.7979246,-0.13331749,-0.34388095,0.59588814
626,0.66522795,-0.08810228,-0.17036876,0.7602187,0.36968723,-0.61086464,-1.1428598,-0.12568818,-1.2705837,0.05932618,-1.6321127,0.8034776,-0.96674985,0.027745882,-0.37385097,-0.23180623,0.6753194,0.7467871,-0.30008844,-1.0227518,-0.4196456,-0.72725016,0.198603,0.9303917,-0.5468458,0.03177349,0.24875358,-0.45612893,-0.59061116,-0.3432752,0.13503912,0.8088897,0.052191146,0.05878898,0.6482995,-0.29067633,-0.06624728,0.8648402,-0.41626784,-0.1191424,-0.9892339,-0.49953103,-0.00058028335,-0.53734887,-0.50243336,-0.34584746,0.3736141,0.3204446,0.7135868,0.5233081,0.6593264,0.69622356,-0.33497813,-0.47090083,0.29449898,-0.54798216,0.35137352,-0.34262174,-0.21838757,-0.037157837,-0.4742252,-0.1350992,0.33130693,0.60279006
630,1.3623747,-0.653477,0.14715399,0.4023815,-0.14226107,-0.6309135,0.358198,0.11141308,0.446207,0.319094,-1.0748471,0.3316994,0.15895265,0.35179225,-0.10836428,-0.47561175,0.5039503,0.50552785,-0.16200529,-0.5793475,-0.53553486,-0.028384572,0.29364374,0.87607586,-0.17344964,-0.9537637,0.09180008,-0.14929417,0.060443886,-0.99238664,0.90483207,0.5495278,0.7728138,1.2153912,-0.2350316,-0.85884327,-0.2713059,0.4803191,0.42125058,-0.26797643,-0.6692932,-0.75371796,-0.77105397,0.04584128,-0.47549632,-0.19797738,0.3685941,0.7088356,-0.1488003,-0.28494915,-0.12054549,0.56150633,1.2279726,0.6298595,-0.9429002,0.93161416,0.0049388567,-0.009363759,0.30927992,0.07984394,-0.6503971,-0.05995213,-0.46114483,0.9135031
695,1.4856813,-0.7700376,0.072844476,0.07893885,0.04548164,-0.73157996,0.27599964,0.20818038,0.5113046,0.25722778,-0.8529199,0.045702,0.10213062,0.20032054,-0.0010206064,-0.13054657,0.34575555,0.35901842,-0.11904821,-0.43581697,-0.24851501,-0.20119199,0.68308234,0.7913547,-0.13953693,-1.2525427,0.228742,-0.12362209,-0.0053657005,-0.9869597,0.8931559,0.76464224,0.6326618,1.1723843,-0.37311542,-0.66841006,0.01455693,0.586818,-0.1323893,-0.45058185,-0.29348665,-0.8611822,-0.78507346,-0.19349635,-0.15152706,-0.12435497,0.38232124,0.49013287,-0.2929387,-0.49002174,-0.18603982,0.54661727,1.4074153,0.8555814,-0.8537668,0.9949856,0.22216,0.31877285,0.12469292,-0.06612586,-0.5586292,0.20844138,-0.32821903,0.7418148
706,0.4875361,0.0025348088,-0.58572906,0.5495257,-0.08017946,-0.6504421,-0.3888276,-0.2729579,-0.87826663,-1.1894482,-0.63481194,0.3690598,0.8093704,1.1836842,-0.017417913,-0.38799915,-0.7866583,-0.932825,0.7194104,0.06142883,-1.3855624,-0.9429385,0.99672204,0.022498379,0.68667996,-0.6371352,0.634957,-0.2522253,0.5140263,-1.4414562,-0.5551294,0.27927515,0.27381232,1.2571403,-0.7630584,-0.48701373,0.40162614,-0.024339264,-0.5646397,-0.4884746,-0.32768202,-0.2936883,-1.1025647,-0.005577908,-0.10186089,-0.18021177,-0.40511695,0.18597798,0.6047036,-0.11420501,0.61576724,0.39738312,1.487446,0.87181836,-0.625829,0.5813069,1.2798975,-0.32743746,-0.33834514,-0.2807904,-0.6374969,0.6170116,-0.71325314,-1.8254386
