type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
P14,0.73527986,-0.23183246,-0.27447665,0.12827344,0.050522212,-0.25475892,-0.46040645,0.3656819,-0.140811,0.0022817538,-0.3502334,0.07207697,0.015401369,0.07257895,-0.077428356,-0.04574975,-0.18592171,-0.12885623,-0.059960704,-0.17765135,0.08612161,0.17942171,-0.03270943,0.1722174,-0.37912768,-0.1446754,0.5208964,-0.09454232,0.37126428,0.10035647,-0.09530692,0.5774521,-0.66939265,-0.24902707,-0.048678394,-0.32580972,-0.124828935,0.040857483,0.32272413,-0.6486318,0.03409254,-0.3691119,0.24561034,-0.306307,-0.16420162,0.41710025,0.13813002,0.41019958,-0.056282222,0.13008736,-0.17963378,0.1375002,0.30359545,0.3092871,-0.1131185,-0.3717989,-0.14746997,0.12836337,-0.5302703,-0.063500926,-0.19175656,0.038078196,0.17784378,-0.19205034,0.24680082,0.077322364,-0.008359207,-0.13894135,0.17732282,0.05287408,0.11869584,0.33180803,0.29543525,-0.16929317,-0.023968361,0.11225398,-0.01633678,0.06355711,0.12725766,-0.53786176,0.037553735,0.36410594,-0.14196266,0.015305064,-0.07181784,-0.03137522,0.015073824,-0.23964268,-0.26168475,-0.32220346,0.10008299,0.13880545,-0.33947396,-0.11567099,-0.03918109,0.18764533,0.10490523,0.0648781,-0.21043424,-0.17493144,-0.6887236,0.10034569,-0.09873606,-0.17211947,0.18589935,0.37274325,-0.017926734,-0.07783863,-0.020400899,0.00556971,0.10237838,-0.5190153,-0.18934062,0.38565192,0.16428627,-0.096947074,0.023482846,0.0011740347,0.071885094,0.072483666,0.2835444,0.21847738,-0.4832354,0.4903007,-0.20245881,-0.04033702,-0.5971137,0.15289639
P15,0.44183058,-0.14338838,-0.17070428,0.08716338,0.030087678,-0.14488636,-0.28018704,0.22161128,-0.0895195,0.013609724,-0.21248631,0.048911374,0.011964236,0.046246737,-0.042691067,-0.037232578,-0.11500077,-0.07893871,-0.042477477,-0.09962075,0.054541696,0.12315501,-0.020588398,0.1069278,-0.24254525,-0.09310671,0.300974,-0.050842997,0.21854742,0.07017854,-0.064524524,0.33322605,-0.39472133,-0.15268652,-0.021993356,-0.20364629,-0.06878783,0.024301691,0.19215459,-0.38078547,0.018576896,-0.21947153,0.15258722,-0.17203836,-0.11514717,0.25124297,0.09145397,0.24280253,-0.03127573,0.08342982,-0.115570165,0.07817849,0.173902,0.19781283,-0.06364672,-0.21214236,-0.095753334,0.072254,-0.31219774,-0.04505037,-0.11292434,0.030596321,0.12117613,-0.11528563,0.14061023,0.04819413,-0.005437511,-0.085548826,0.110867746,0.039323453,0.06912522,0.19290707,0.17157935,-0.10603666,-0.017264655,0.054840147,-0.007916537,0.02338985,0.06574131,-0.32385185,0.03510379,0.21078852,-0.08495612,0.0043407283,-0.03972993,-0.0125055965,0.015567249,-0.15535505,-0.15286028,-0.20002736,0.05773952,0.0841124,-0.20727584,-0.058334913,-0.022478417,0.10418326,0.06500673,0.032967433,-0.13640073,-0.09165675,-0.40440434,0.063624084,-0.06807143,-0.104644775,0.11295724,0.22384836,-0.010925707,-0.03771772,-0.018706668,0.013496641,0.06477604,-0.31290826,-0.11183945,0.23591754,0.09427725,-0.062163364,0.008957224,0.004034523,0.046764236,0.039382283,0.16207954,0.13208345,-0.29492173,0.30614555,-0.12898567,-0.016944528,-0.35176727,0.100450866
P17,0.34771627,-0.112745516,-0.13310654,0.059005305,0.017887525,-0.116872415,-0.21577878,0.16613178,-0.06730315,0.013239023,-0.17571144,0.048893414,0.014060417,0.025071496,-0.040894575,-0.029352507,-0.0939859,-0.06575836,-0.03815343,-0.08594026,0.03466394,0.08943421,-0.01670439,0.089826405,-0.18937671,-0.07779523,0.23840427,-0.04316921,0.17637928,0.06071484,-0.03946403,0.27615023,-0.311004,-0.11679526,-0.01772823,-0.1592485,-0.059093557,0.013051896,0.1637421,-0.30560303,0.019147862,-0.18051782,0.11787427,-0.14518282,-0.09164062,0.18906525,0.076340556,0.194751,-0.025463825,0.059805732,-0.08780624,0.073501945,0.14908554,0.14926393,-0.048305694,-0.17804736,-0.06806679,0.055092998,-0.24680875,-0.038711403,-0.08824915,0.022681974,0.085237004,-0.089056715,0.12034814,0.04420002,-0.0035730416,-0.065445654,0.08547003,0.022668952,0.05032533,0.15334472,0.12677862,-0.090731815,-0.012049613,0.047560684,-0.005790374,0.02564178,0.05725577,-0.24844886,0.014774356,0.16906586,-0.057239696,0.017171659,-0.04129086,-0.01124037,0.01870718,-0.11758867,-0.12792508,-0.15309364,0.04065864,0.062790655,-0.16332082,-0.053379368,-0.008742138,0.08137853,0.058023628,0.020166783,-0.104219966,-0.07127493,-0.32445318,0.054512486,-0.061310325,-0.08207049,0.09096283,0.18453023,-0.013959185,-0.03333706,-0.008643958,0.0017137721,0.05139772,-0.2479168,-0.08886475,0.18899697,0.072774306,-0.051510703,0.009820258,-0.0027111073,0.04239506,0.030360525,0.14092223,0.103694834,-0.22014973,0.24342364,-0.10179631,-0.020957235,-0.28599632,0.07412045
P18,0.7325578,-0.2258124,-0.26991892,0.1342045,0.032635573,-0.23611252,-0.4529139,0.3628021,-0.13390075,0.021738794,-0.35077077,0.075998425,0.03355782,0.05757809,-0.07802659,-0.051097672,-0.17215513,-0.1317574,-0.07392265,-0.18250898,0.08482248,0.17762525,-0.02929682,0.17820252,-0.37087783,-0.15543732,0.50792426,-0.09874556,0.34879872,0.09604528,-0.10176668,0.54949725,-0.6556538,-0.2323553,-0.048128635,-0.31515685,-0.11531776,0.054350603,0.3256779,-0.6356996,0.044045024,-0.3776973,0.22475608,-0.28303266,-0.17404857,0.39850187,0.15270191,0.39705405,-0.04169281,0.13244602,-0.19187738,0.14347658,0.2976028,0.31564972,-0.10978409,-0.35219783,-0.14536677,0.12514652,-0.53044534,-0.061817072,-0.18941349,0.053908717,0.19426975,-0.18201736,0.24223639,0.06957483,0.008207619,-0.1469721,0.16041514,0.05150039,0.115109675,0.3136959,0.27439472,-0.18616286,-0.029099833,0.09202918,-0.019721104,0.04670766,0.11515082,-0.51786,0.032389164,0.350192,-0.13132812,0.022865659,-0.07567672,-0.0232813,0.018978983,-0.24242793,-0.24454592,-0.31522503,0.10416237,0.12767577,-0.3226998,-0.11549051,-0.026440268,0.18307303,0.1157561,0.060044494,-0.20916736,-0.16518869,-0.6562893,0.104954466,-0.103644416,-0.18570928,0.17761989,0.38130027,-0.012322556,-0.07449644,-0.029359989,0.011594878,0.09041306,-0.52489287,-0.1819231,0.38310045,0.16332304,-0.105712615,0.030911861,0.013783573,0.075429305,0.06708541,0.2686003,0.2150002,-0.45844284,0.47892508,-0.19737068,-0.043374028,-0.56952095,0.16682568
P19,0.50663817,-0.16338347,-0.19804218,0.08424113,0.02728395,-0.16676588,-0.3193568,0.25074208,-0.101916924,0.00812891,-0.24770564,0.05549046,0.010704391,0.04172596,-0.05975746,-0.04040358,-0.121422,-0.09510056,-0.045367826,-0.12132942,0.054628696,0.14046055,-0.018958632,0.12324412,-0.26554745,-0.10477725,0.3475086,-0.07469204,0.2604299,0.07650659,-0.07160003,0.39818695,-0.4519598,-0.16898747,-0.022229044,-0.22746496,-0.084682,0.030664263,0.22322401,-0.444894,0.019634854,-0.25712454,0.1669486,-0.20522973,-0.13423987,0.27965167,0.104125194,0.26617292,-0.02198712,0.092732206,-0.12729186,0.10781781,0.20871821,0.22675174,-0.072832055,-0.24893066,-0.10970907,0.0774218,-0.3607236,-0.05351679,-0.12165583,0.048480462,0.12563264,-0.12147976,0.16244748,0.060259532,0.00017606157,-0.108673505,0.12171787,0.044726633,0.082934976,0.22854947,0.19753858,-0.13311869,-0.020671649,0.07595843,-0.017501138,0.02940788,0.07874187,-0.37378466,0.03458146,0.23893796,-0.098914035,0.005249042,-0.04319206,-0.019806875,0.025536364,-0.17141,-0.17697242,-0.22025761,0.061189897,0.09483766,-0.23590322,-0.067029,-0.014178959,0.12355947,0.083238505,0.033396345,-0.15709686,-0.114860825,-0.4709989,0.06899268,-0.0830688,-0.12565778,0.13066438,0.267829,-0.01180775,-0.043374285,-0.010379449,0.0038566592,0.059986334,-0.3640639,-0.11722268,0.27484775,0.11752199,-0.082976066,0.004539795,-0.006104178,0.051402,0.040197317,0.19247761,0.1544691,-0.32888585,0.3349022,-0.15103032,-0.019078687,-0.4032435,0.11383693
P22,0.5851741,-0.17855617,-0.22831306,0.096371114,0.032502975,-0.19818963,-0.3690442,0.2941192,-0.11228042,0.015013344,-0.29404885,0.06272829,0.02378789,0.054118417,-0.07456618,-0.03533052,-0.14576703,-0.12120785,-0.063040726,-0.14614238,0.062101543,0.16178802,-0.033091165,0.14337529,-0.31988207,-0.111452326,0.4052198,-0.06630204,0.29590854,0.08766851,-0.08589809,0.45031947,-0.5365011,-0.20313245,-0.0255411,-0.2698161,-0.10253861,0.021191014,0.27016512,-0.5168485,0.022293083,-0.2987732,0.18612133,-0.24631874,-0.15378743,0.33203092,0.12360915,0.3110084,-0.035572294,0.109136626,-0.16177034,0.11252317,0.24763727,0.24888118,-0.08790524,-0.29832527,-0.13121134,0.10160596,-0.43173605,-0.046122577,-0.14556743,0.05504841,0.14571398,-0.14061494,0.18422776,0.05906195,-0.0023513157,-0.12619154,0.12701347,0.046718672,0.1016062,0.26602638,0.2241732,-0.14360894,-0.0113147255,0.08632585,-0.018187026,0.04849828,0.093838155,-0.42648032,0.04164791,0.28438523,-0.10745242,0.0060157506,-0.064598314,-0.024475299,0.030309176,-0.20660359,-0.212202,-0.26052967,0.06786989,0.10703606,-0.26506564,-0.08185747,-0.0111627905,0.13854143,0.08981685,0.04175659,-0.1755941,-0.13190314,-0.5347207,0.087212674,-0.084004484,-0.14947447,0.14260703,0.2985913,-0.0058483277,-0.05584588,-0.016933342,0.005535772,0.07918961,-0.41514882,-0.15233122,0.32513314,0.1380237,-0.08934483,0.006427547,0.009909578,0.06362713,0.0544771,0.2258198,0.16793689,-0.37890506,0.39606196,-0.17613964,-0.036431506,-0.474781,0.13311698
P23,0.7285588,-0.22300379,-0.27393886,0.12265595,0.032793146,-0.24088785,-0.4536084,0.35808524,-0.14761278,0.023611762,-0.3588046,0.07866798,0.035721775,0.078082725,-0.07770586,-0.0607091,-0.1803019,-0.13801791,-0.056676004,-0.18134731,0.07716548,0.19471893,-0.025483731,0.18673772,-0.39573646,-0.14640088,0.49673355,-0.09109607,0.3600658,0.101670004,-0.088442534,0.55859286,-0.65578604,-0.2386857,-0.02679122,-0.3154024,-0.11155087,0.04258935,0.3218455,-0.6444884,0.040921416,-0.38918367,0.22522227,-0.2918185,-0.1741453,0.4112003,0.14245312,0.38645202,-0.033223636,0.12796874,-0.19164935,0.14725165,0.306191,0.32117996,-0.11718607,-0.37198144,-0.1592936,0.12380787,-0.5209769,-0.057940558,-0.17975071,0.06562026,0.19983374,-0.18452774,0.25183228,0.07863462,-0.014443912,-0.14361997,0.18303935,0.05538558,0.12163307,0.3327204,0.27321714,-0.17679605,-0.026180334,0.10444294,-0.021152645,0.056461155,0.11909549,-0.5179008,0.043349773,0.3422485,-0.12857375,0.028179096,-0.07067435,-0.041779816,0.022873273,-0.2481345,-0.2697334,-0.33097377,0.09322337,0.14998865,-0.34468472,-0.11197706,-0.023099381,0.17748712,0.115336195,0.059358515,-0.22546318,-0.16551226,-0.67888695,0.10010208,-0.102278344,-0.18754996,0.17890431,0.38588315,-0.02879794,-0.08466831,-0.009634115,0.019115593,0.089615405,-0.518923,-0.17112644,0.38713372,0.15988703,-0.11023978,0.028633226,0.010282582,0.0675714,0.06158836,0.2834172,0.22502947,-0.47147977,0.48142713,-0.22324674,-0.027698208,-0.5927845,0.17436321
P25,0.6019261,-0.17780535,-0.22833978,0.111549556,0.03807698,-0.20970714,-0.3875036,0.2869366,-0.12173466,0.011135027,-0.28661495,0.06132238,0.02036454,0.05676586,-0.06424499,-0.035316676,-0.15235986,-0.11123886,-0.050060064,-0.15511991,0.06449889,0.16306455,-0.03916209,0.1508856,-0.3195687,-0.11843959,0.42587084,-0.084998436,0.303351,0.09660091,-0.07500198,0.4688218,-0.5520534,-0.20048806,-0.02511775,-0.27372548,-0.103618704,0.03399012,0.26968575,-0.529285,0.02621905,-0.31862625,0.2012047,-0.2374732,-0.14941488,0.34145096,0.1303894,0.33352518,-0.030762745,0.100857034,-0.14897008,0.123225026,0.2515048,0.25055197,-0.07992844,-0.30315405,-0.12135248,0.09979352,-0.43658346,-0.06420395,-0.15364715,0.043928884,0.15856153,-0.15295078,0.19340748,0.052674152,-0.011947452,-0.12014587,0.13506708,0.045300167,0.09793822,0.26938725,0.24003312,-0.14501812,-0.028034016,0.08250659,-0.006239973,0.046648365,0.09324553,-0.4262469,0.03774885,0.29446757,-0.105284296,0.018968003,-0.054886565,-0.017764093,0.028146947,-0.20848778,-0.20954196,-0.25698164,0.07917123,0.114191234,-0.2809833,-0.09297519,-0.024720524,0.15973957,0.08539475,0.03758184,-0.18533309,-0.132885,-0.55409664,0.08093862,-0.08741799,-0.15802144,0.15712279,0.30990106,-0.016404834,-0.048946172,-0.013227128,0.0052288924,0.08318703,-0.43756565,-0.15206195,0.31510508,0.13034603,-0.08310769,0.021970201,0.0069521083,0.055470686,0.053041957,0.22659,0.18670027,-0.3882254,0.4080004,-0.18058053,-0.030037025,-0.49124125,0.14244264
P26,0.64430815,-0.20157759,-0.25110954,0.11113866,0.043037742,-0.21501754,-0.39461,0.3080882,-0.117720015,0.016142668,-0.31633624,0.0780738,0.023817042,0.04975366,-0.08288285,-0.039426215,-0.15671594,-0.12396859,-0.05566543,-0.15207158,0.07985414,0.1750842,-0.03872334,0.16224065,-0.33811742,-0.12202972,0.4385471,-0.08467537,0.32156402,0.10333641,-0.09181656,0.49280366,-0.56717575,-0.20831041,-0.023689935,-0.27456897,-0.10614961,0.024606058,0.27427554,-0.54323953,0.037827957,-0.32618406,0.20699401,-0.25246695,-0.15938848,0.35391298,0.13397603,0.34011257,-0.043489985,0.117556304,-0.1747702,0.13181597,0.2578487,0.27444327,-0.08557754,-0.3198727,-0.14158285,0.097487845,-0.4533626,-0.05387222,-0.15285397,0.051405612,0.16362132,-0.16176726,0.20778708,0.07118853,-0.004798105,-0.12971692,0.14581516,0.05280527,0.09652997,0.2915766,0.23509388,-0.15498993,-0.016520943,0.085426606,-0.021039736,0.041601572,0.09833573,-0.46379673,0.037579887,0.30460373,-0.11913632,0.019074254,-0.06669627,-0.028266447,0.023643084,-0.21961756,-0.22051631,-0.2746812,0.07704976,0.12695561,-0.29945368,-0.09798769,-0.015013063,0.15503043,0.104003996,0.04884851,-0.19182678,-0.13849781,-0.58277214,0.09049767,-0.09229127,-0.15770067,0.16873,0.33860764,-0.004524349,-0.06403683,-0.009161521,0.0050765034,0.07687665,-0.44798204,-0.14777586,0.34680468,0.145625,-0.088146165,0.018861137,0.0054636123,0.061858486,0.042102702,0.24085426,0.1832041,-0.4084542,0.4366681,-0.18702416,-0.02696815,-0.5194467,0.13694766
P27,0.42264968,-0.13238545,-0.16635498,0.08463835,0.021830201,-0.13860199,-0.27500993,0.20378788,-0.08347279,0.015416838,-0.21464413,0.05165072,0.021737957,0.04178818,-0.05522296,-0.033283867,-0.10642939,-0.07774213,-0.04606568,-0.10992172,0.052750006,0.115650244,-0.030011134,0.10664627,-0.2288449,-0.08620663,0.28793612,-0.0540736,0.22086217,0.061524384,-0.052163593,0.32783526,-0.3767678,-0.14062683,-0.02181887,-0.19643563,-0.07263415,0.023913916,0.19794588,-0.36664662,0.014957713,-0.22506018,0.1347055,-0.1679684,-0.10733601,0.24017902,0.08260828,0.23436566,-0.018664764,0.07877764,-0.11741101,0.08935096,0.17882001,0.17706391,-0.06250757,-0.2095463,-0.095754094,0.073661,-0.30477443,-0.031759284,-0.105646834,0.04336733,0.11973935,-0.09910998,0.14271395,0.045204766,-0.0020304476,-0.096650794,0.089739114,0.02534702,0.064893834,0.1854098,0.16132648,-0.09933512,-0.021436345,0.059119068,-0.009597209,0.027734537,0.069991164,-0.30512136,0.030005226,0.2030304,-0.07213746,0.0072222077,-0.043412436,-0.023220338,0.023684429,-0.14309525,-0.15166841,-0.18585391,0.046587728,0.08777787,-0.2048228,-0.059296925,-0.016196135,0.1048694,0.07084236,0.0322225,-0.11937144,-0.09318762,-0.38772562,0.058850672,-0.07107737,-0.09746326,0.112324536,0.21754585,-0.0045609507,-0.040959794,-0.01793943,0.0017124326,0.051448204,-0.3099434,-0.101206094,0.23693316,0.09430278,-0.057237886,0.0022675996,-0.0011297899,0.052698065,0.033072874,0.167175,0.121386886,-0.27431914,0.27869892,-0.12449256,-0.029406777,-0.33791536,0.09313351
P3,0.5589907,-0.17860328,-0.22144094,0.10457815,0.026993893,-0.19369514,-0.34632927,0.2671249,-0.11764859,0.021620946,-0.27300045,0.06220565,0.014959694,0.05976777,-0.0668019,-0.034452237,-0.14034547,-0.103318386,-0.05133017,-0.14401975,0.07149094,0.14929268,-0.030301116,0.14233565,-0.28962088,-0.10965136,0.39030883,-0.07663649,0.2738126,0.09006218,-0.06850158,0.43422383,-0.51267993,-0.19047618,-0.022234911,-0.24348307,-0.09036184,0.031330373,0.25083148,-0.48251033,0.024052346,-0.2876528,0.1746052,-0.2289435,-0.13392559,0.3077121,0.10977413,0.3004826,-0.03242803,0.10089644,-0.14965901,0.111249626,0.22329253,0.23735452,-0.07981097,-0.2848836,-0.116445966,0.08771534,-0.39850017,-0.060816836,-0.14064543,0.04244123,0.15369909,-0.13262507,0.18654427,0.051755343,-0.007768923,-0.118725866,0.13196504,0.04119433,0.09303917,0.25156263,0.21629712,-0.13723868,-0.025064116,0.083667226,-0.017201202,0.042415366,0.08775075,-0.39454705,0.034256663,0.26955968,-0.105543874,0.016539447,-0.04859546,-0.02538858,0.029908001,-0.18948041,-0.20296656,-0.25419825,0.06253216,0.11684838,-0.2650946,-0.086046234,-0.015811106,0.14485653,0.08914416,0.04278788,-0.17290361,-0.118387975,-0.51254416,0.07916069,-0.09224168,-0.13949247,0.14282022,0.28270885,-0.011285788,-0.05385168,-0.018438563,0.014744531,0.079718426,-0.3963166,-0.13516013,0.29775017,0.12652619,-0.078205496,0.020590562,0.00675696,0.051396545,0.055632357,0.219663,0.16464409,-0.35859615,0.37303388,-0.15988879,-0.020876562,-0.45630455,0.13167071
P31,0.40512186,-0.123570204,-0.16165267,0.0706635,0.029108908,-0.13669856,-0.25619563,0.19913463,-0.07872206,0.010969918,-0.2038899,0.05377117,0.019058965,0.033730548,-0.047651254,-0.031770382,-0.102708,-0.087653115,-0.03894735,-0.102462076,0.045515895,0.10712973,-0.023577765,0.10221758,-0.22649162,-0.08939224,0.28871107,-0.044991378,0.19908188,0.07088097,-0.05977329,0.31551266,-0.36852646,-0.13747716,-0.01389784,-0.1772631,-0.06904422,0.027751919,0.18359835,-0.35568357,0.024998235,-0.2185494,0.13199386,-0.16825262,-0.09850236,0.22784922,0.07912456,0.2262643,-0.014519238,0.070438415,-0.110148035,0.07632444,0.16917671,0.17637022,-0.05806558,-0.21226418,-0.08957594,0.063982055,-0.2888512,-0.04103219,-0.092914335,0.037286434,0.107852854,-0.10446752,0.1281282,0.03482485,-0.008087398,-0.09034828,0.08775755,0.03828916,0.062401947,0.18564415,0.15968147,-0.0977909,-0.0064681815,0.055416837,-0.0054004025,0.026788408,0.058472924,-0.29768178,0.031784233,0.19598813,-0.06681147,0.018972317,-0.04666539,-0.023383765,0.020334637,-0.14207874,-0.15246308,-0.17371504,0.04179313,0.081829265,-0.19122826,-0.0655396,-0.008874754,0.10150456,0.06963135,0.024324145,-0.11470634,-0.09091226,-0.37632924,0.061942425,-0.066755936,-0.10240755,0.098138615,0.20651431,-0.011006974,-0.03631002,-0.0061316104,-0.003096494,0.055435102,-0.29608303,-0.10058135,0.22069083,0.092696406,-0.056325197,0.008967374,0.0036042558,0.037833348,0.039300017,0.1548021,0.12769106,-0.27423754,0.28015047,-0.115732014,-0.018704701,-0.32521427,0.08946732
P36,0.40005293,-0.1222747,-0.15191475,0.06877251,0.028049704,-0.14060673,-0.250899,0.19727191,-0.08031111,0.010437174,-0.19169651,0.04275888,0.015503133,0.04098112,-0.052790508,-0.032318696,-0.10152314,-0.08069049,-0.031025738,-0.10382642,0.052766237,0.10424408,-0.020482194,0.10825579,-0.22206193,-0.075347334,0.27218655,-0.046611305,0.2068295,0.059576727,-0.050353408,0.3173261,-0.35868418,-0.13272002,-0.016160447,-0.18759067,-0.061197724,0.026618585,0.18395734,-0.35202873,0.026404904,-0.21287511,0.13830677,-0.1722709,-0.09756524,0.22271,0.07980016,0.22013403,-0.026637338,0.07342502,-0.10389084,0.083441414,0.17216161,0.16714448,-0.05418518,-0.19900021,-0.09236213,0.07021607,-0.29742894,-0.04562416,-0.08830268,0.030153794,0.105048604,-0.09343447,0.13229498,0.036967054,0.0017554611,-0.07747986,0.09065924,0.02516573,0.06014318,0.18876511,0.16292605,-0.099712804,-0.01445713,0.047986593,-0.005791003,0.034183424,0.06410026,-0.29009303,0.018161366,0.19030571,-0.06776204,0.015428341,-0.038242437,-0.023288352,0.0130046345,-0.13240431,-0.14295143,-0.17281288,0.04179466,0.07306068,-0.18608835,-0.050777137,-0.007839806,0.10298943,0.066250324,0.030736754,-0.118079945,-0.084467396,-0.37181506,0.052757047,-0.0698922,-0.09629025,0.09553447,0.21496034,-0.014514111,-0.042077396,-0.016028369,0.008311523,0.046790272,-0.29485282,-0.098405845,0.22066082,0.09037152,-0.063096985,0.007181309,0.0073762382,0.035993975,0.03756547,0.15927635,0.12467154,-0.2679246,0.27006143,-0.118321866,-0.026405487,-0.31975234,0.09169782
P4,0.7502899,-0.22610052,-0.27323073,0.13005984,0.03265171,-0.2395366,-0.46264413,0.36439106,-0.1581733,0.0077147414,-0.3703258,0.07579344,0.036622673,0.0707721,-0.078457855,-0.045991514,-0.18071136,-0.12646435,-0.06518534,-0.19006106,0.086571075,0.1844398,-0.037502706,0.17025197,-0.39128828,-0.15137851,0.5098499,-0.09212364,0.35769263,0.0979349,-0.10407143,0.5644402,-0.65974724,-0.23158108,-0.030387599,-0.32988274,-0.12162301,0.034810085,0.32708225,-0.63376,0.03323661,-0.39282665,0.22734314,-0.293104,-0.17135943,0.41707698,0.1530949,0.4006588,-0.050831534,0.12698257,-0.18072067,0.14460951,0.30721492,0.3148953,-0.11757332,-0.3625877,-0.16976863,0.119106926,-0.5278631,-0.07324561,-0.17847016,0.053153314,0.19191273,-0.19303116,0.25103372,0.058349907,0.0028408398,-0.15665428,0.18855992,0.07063625,0.11179284,0.32908252,0.2897389,-0.17848901,-0.037350595,0.097581714,-0.020088395,0.05572423,0.12799992,-0.5304027,0.032871675,0.36613297,-0.13059187,0.02602151,-0.066008255,-0.04109534,0.038600367,-0.25643817,-0.26857114,-0.32138452,0.10389535,0.14753692,-0.3303155,-0.12331763,-0.037622113,0.19034488,0.12321019,0.059447125,-0.22662415,-0.16668698,-0.6659258,0.108261205,-0.10424042,-0.17926185,0.18912989,0.38658458,-0.019789895,-0.07680771,-0.010519249,0.009855895,0.095250756,-0.5120614,-0.19404075,0.3905187,0.1614031,-0.10684735,0.035845965,0.006722221,0.06804927,0.067177035,0.2911255,0.23284145,-0.4809452,0.489323,-0.20866682,-0.030563612,-0.5844209,0.16823915
P40,0.5432665,-0.16319704,-0.2039963,0.103048444,0.03894549,-0.179663,-0.33336028,0.26666534,-0.099754244,0.019332737,-0.25709507,0.07151444,0.014441569,0.043676313,-0.06120097,-0.036623947,-0.13544239,-0.10330333,-0.04333515,-0.1354502,0.060252305,0.14790705,-0.030572832,0.12925585,-0.28438023,-0.116480276,0.37710574,-0.067434676,0.26415658,0.07567612,-0.06883761,0.411139,-0.4899017,-0.1758314,-0.020668842,-0.23472504,-0.08116159,0.020807954,0.23791744,-0.47452778,0.030562112,-0.270296,0.17927003,-0.21002479,-0.14216243,0.29571334,0.10762691,0.28092864,-0.029355245,0.101364054,-0.13800804,0.1011634,0.2265292,0.23607077,-0.07199631,-0.26759973,-0.116047375,0.09386947,-0.38287234,-0.044767436,-0.12620871,0.052152537,0.14372405,-0.1273973,0.17962801,0.05210187,-0.0044468855,-0.118616685,0.13152511,0.03661715,0.08888956,0.24903935,0.20703796,-0.13624215,-0.02469595,0.072444774,-0.007739741,0.036826767,0.08381409,-0.38021696,0.030070093,0.25934297,-0.09412676,0.01235993,-0.053183913,-0.023758946,0.021145908,-0.1807456,-0.18446468,-0.23424949,0.05620083,0.10373418,-0.25676325,-0.08259412,-0.01802703,0.13925135,0.0735847,0.03260557,-0.16374287,-0.12594946,-0.5048644,0.078343555,-0.09034381,-0.123140514,0.13354771,0.28495875,-0.017708726,-0.051219467,-0.0077830562,0.0010367422,0.07110591,-0.3786893,-0.12886441,0.29672074,0.11208174,-0.08448472,0.015221246,0.00443831,0.061161965,0.041548796,0.20790999,0.16850643,-0.3558841,0.35893565,-0.15262362,-0.023552297,-0.42729056,0.12325465
P41,0.6741971,-0.20929755,-0.24515541,0.116997525,0.04226377,-0.23012939,-0.42407626,0.33337292,-0.12853663,0.01940852,-0.32936403,0.06606916,0.028874567,0.06673718,-0.06960876,-0.043113634,-0.17526312,-0.11813964,-0.052349977,-0.16450912,0.077838235,0.17870598,-0.04237439,0.16672893,-0.34799394,-0.13502851,0.4715483,-0.08743022,0.33259127,0.10367958,-0.084355325,0.51108426,-0.607225,-0.21788529,-0.029057732,-0.28978282,-0.10143118,0.02855156,0.30071145,-0.58938706,0.026918078,-0.3503373,0.22129121,-0.2795449,-0.15092975,0.3653828,0.13978569,0.35430574,-0.034994293,0.11568494,-0.16330786,0.12573959,0.27076498,0.29379854,-0.08956025,-0.3388791,-0.14585765,0.11971083,-0.4744557,-0.072155714,-0.16386892,0.03956797,0.16758637,-0.15969084,0.21821491,0.06893115,0.0014443917,-0.13595243,0.1574661,0.059878062,0.108954996,0.28800344,0.2615046,-0.16236344,-0.018232523,0.091088675,-0.008131044,0.052299418,0.112183824,-0.48275095,0.034465723,0.32775876,-0.11465968,0.015727745,-0.07274294,-0.031316895,0.030686334,-0.23070791,-0.23878336,-0.28746808,0.0941248,0.13078369,-0.30237174,-0.098720014,-0.020045685,0.16695434,0.10892937,0.046415254,-0.1893773,-0.14997813,-0.61342657,0.08430651,-0.09257056,-0.17373098,0.16423316,0.33601874,-0.017688567,-0.06752618,-0.021688635,0.015480812,0.0846883,-0.47497758,-0.16150405,0.3532985,0.152924,-0.10332913,0.020553779,0.003005582,0.061067514,0.062404163,0.2594505,0.20622869,-0.44214764,0.45235294,-0.18662417,-0.036338035,-0.54048675,0.15141326
