type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
P26,0.5821412,-0.49082822,0.12684114,-0.01910159,-0.04769115,-0.31538674,-0.15464945,0.5297469,-0.10546927,0.25696638,-0.5605797,-0.37661055,0.016269062,0.21071108,-0.2682234,0.0036553466,0.038733084,0.5342724,0.32465073,-0.4963015,0.03858856,-0.12054159,0.27659792,0.2414147,0.24018306,0.18554518,0.15805726,-0.20277174,-0.36862075,-0.6246686,0.2324535,0.24935551,0.43943495,0.8756747,0.18027636,0.023211222,0.03760295,0.31394398,0.07852298,-0.20610848,-0.072101295,-0.2963777,-0.25925264,-0.26827258,0.35082015,-0.1040376,-0.31485656,0.2445651,0.033584252,0.34030813,0.21974404,0.24331692,0.50353545,0.2538368,-0.23871647,-0.20053332,-0.06440806,0.071657635,0.08507887,-0.10837315,-0.1357603,0.36468783,-0.04142283,0.4138099
P27,0.5867459,-0.5066974,0.10703136,-0.020557102,-0.03495651,-0.32024056,-0.16460323,0.5132284,-0.099207334,0.27381736,-0.5937958,-0.38677138,0.028220095,0.17499775,-0.3114729,0.0066733784,0.08887279,0.5151281,0.30328137,-0.54685897,0.056826677,-0.13216805,0.2901732,0.22859806,0.28112027,0.18684144,0.20340373,-0.23772272,-0.35056928,-0.6406987,0.23560674,0.27992463,0.4253221,0.8924121,0.15738161,0.058122173,0.04868764,0.34177577,0.09665527,-0.21375848,-0.065723255,-0.34231138,-0.30453753,-0.28595346,0.3539982,-0.08927326,-0.2970001,0.26488447,0.033556134,0.32561678,0.20393316,0.2891416,0.5300953,0.24762356,-0.2585306,-0.21004018,-0.08197913,0.089219674,0.03606232,-0.07522438,-0.11045654,0.4013128,-0.03220227,0.43073437
P28,0.7140088,-0.5535272,0.122610144,-0.008639081,-0.047118273,-0.39274642,-0.18609877,0.49592218,-0.13815004,0.21142608,-0.6056069,-0.42964894,0.04813637,0.1604453,-0.2206608,0.048362806,0.020680688,0.62280095,0.28180537,-0.5239997,0.0632473,-0.13351871,0.27292752,0.28658196,0.30864516,0.20633954,0.30891743,-0.20781696,-0.42675483,-0.72867423,0.30488345,0.33504796,0.4396362,0.99817544,0.23635091,0.078370266,0.057214625,0.38562006,0.107750125,-0.17809507,-0.05847513,-0.35064417,-0.241424,-0.3413638,0.37028864,-0.09535211,-0.34004077,0.32537988,-0.057265967,0.3298569,0.27601507,0.30523378,0.47312763,0.1695773,-0.20925269,-0.25815752,-0.010136062,0.052511986,0.03325648,-0.1331879,-0.06220791,0.3343953,-0.08995206,0.41334108
P3,0.66407764,-0.51914126,0.15709862,-0.014089873,-0.020257583,-0.34682807,-0.1610296,0.5126593,-0.11255323,0.21793994,-0.6359828,-0.3932135,0.005512622,0.17199251,-0.2687188,0.03652679,0.042371415,0.5725708,0.30842543,-0.54201025,0.026180344,-0.16856784,0.28720975,0.2604064,0.2796741,0.18598126,0.23136726,-0.2575338,-0.36475798,-0.7148978,0.22251706,0.3459774,0.43434796,0.9269352,0.17648096,0.020934654,0.017097304,0.33284846,0.11114673,-0.1973643,-0.06074058,-0.30853224,-0.28325525,-0.29065108,0.36690432,-0.11628914,-0.32627356,0.24814056,-0.0056465776,0.32583097,0.21938983,0.27367744,0.52989995,0.24305566,-0.23163143,-0.20535073,-0.041661933,0.11495606,0.04155064,-0.11513447,-0.12419095,0.3654794,-0.043993726,0.430252
P31,0.5201535,-0.43914822,0.11223701,-0.0330594,-0.057036117,-0.2879446,-0.12343323,0.43111137,-0.08613352,0.22004196,-0.5142622,-0.3064175,0.022493703,0.15191,-0.25135013,0.007922277,0.031965252,0.47233018,0.26089206,-0.4462382,0.018395932,-0.11543052,0.23692097,0.22168317,0.22652707,0.16013378,0.1614319,-0.19489503,-0.30095753,-0.55191344,0.23964946,0.26860592,0.38447243,0.77852917,0.1515238,0.02614108,0.016901301,0.2651642,0.11169907,-0.19137384,-0.050685134,-0.2686923,-0.23246168,-0.25942317,0.30117458,-0.109049946,-0.26626015,0.22607832,0.012661537,0.27278936,0.20271038,0.25251156,0.4695646,0.19225396,-0.20585856,-0.20235163,-0.032718014,0.05800621,0.073092565,-0.09599568,-0.11466806,0.30886045,-0.07075323,0.37159294
P32,0.6120036,-0.4703704,0.17954567,-0.052354574,-0.057808008,-0.35797042,-0.14615607,0.55300725,-0.12198268,0.23691873,-0.5983628,-0.39394504,0.0037393947,0.20124039,-0.31792688,0.005043198,0.028101843,0.54064524,0.3682191,-0.5807996,0.03343885,-0.14152314,0.27718073,0.29603416,0.30380285,0.17521566,0.21035166,-0.23046884,-0.3988462,-0.6379031,0.27940568,0.28654265,0.4449689,0.92437387,0.20290883,0.028292755,0.04983669,0.31761757,0.098026946,-0.26790357,-0.0681514,-0.34343892,-0.27905947,-0.29083544,0.37940365,-0.11070766,-0.31429002,0.22170492,0.053765934,0.365836,0.24664181,0.2481119,0.5231837,0.22139013,-0.24193776,-0.23317596,-0.04727242,0.07752843,0.08664774,-0.09337246,-0.13877745,0.37960407,-0.030211758,0.46791166
P33,0.5332477,-0.40946102,0.092828386,-0.022296738,-0.060395982,-0.3002205,-0.14874871,0.4811593,-0.07153463,0.23752378,-0.5227425,-0.33583635,0.019904044,0.18407598,-0.25021887,0.010961518,0.046900082,0.47167033,0.30175194,-0.45733938,0.03733553,-0.11168884,0.22406578,0.24845934,0.22379287,0.17169987,0.16898374,-0.1982403,-0.3034327,-0.576889,0.24877375,0.25024343,0.3845078,0.7924716,0.1745056,0.027413158,0.010032947,0.28001094,0.06931026,-0.20890066,-0.0708308,-0.28505334,-0.22583306,-0.26116785,0.3397162,-0.10889667,-0.29805136,0.20694923,0.056866553,0.2838063,0.20831221,0.2483924,0.49017835,0.21323743,-0.23521191,-0.19565786,-0.050928082,0.08166849,0.046078175,-0.06957428,-0.12907562,0.32971483,-0.05356816,0.40144047
P36,0.5411459,-0.41689318,0.10181837,-0.010228178,-0.038059566,-0.29882059,-0.15511557,0.43170387,-0.109185025,0.20666045,-0.51161194,-0.3252296,0.017676482,0.17299016,-0.25164407,0.030869937,0.027567655,0.47172827,0.29033655,-0.4311688,0.021967094,-0.10946795,0.24728636,0.21829523,0.23101556,0.18251914,0.16842395,-0.21509023,-0.30299413,-0.5755087,0.22656052,0.24357127,0.39147076,0.76899517,0.1487903,0.048515614,0.023547677,0.29467326,0.07890847,-0.18089162,-0.052183226,-0.26302418,-0.2611441,-0.25656223,0.31913444,-0.09760519,-0.27103633,0.22720473,0.019439427,0.28390634,0.18204647,0.24794419,0.4700246,0.18907112,-0.20157617,-0.19477399,-0.030641954,0.06528655,0.07940295,-0.06296439,-0.09689832,0.31894124,-0.05958868,0.36308897
P37,0.5920372,-0.49609107,0.0899494,-0.02299557,-0.067959614,-0.3363156,-0.14280292,0.5538514,-0.10460958,0.27051017,-0.6649032,-0.37478188,0.026999034,0.23160648,-0.34135902,0.04664413,0.04379323,0.5705613,0.33852664,-0.5984953,0.018717334,-0.11716217,0.2855946,0.28662327,0.2575056,0.22012599,0.18719012,-0.24348493,-0.35258123,-0.6724903,0.20534758,0.31344357,0.4845979,0.95671916,0.18737964,0.0009277426,-0.024446925,0.27610797,0.07639935,-0.2466917,-0.0900339,-0.30755445,-0.28682593,-0.26898426,0.3671554,-0.0651448,-0.33651206,0.22525787,0.045531474,0.37335297,0.2161747,0.3376248,0.60158736,0.25442466,-0.25543985,-0.2950009,-0.051498946,0.10615029,0.060538884,-0.0222357,-0.16197194,0.45365536,-0.038388096,0.44925135
P38,0.62073165,-0.44219625,0.15944675,-0.07265133,-0.026110265,-0.32629192,-0.19103202,0.55373454,-0.13794765,0.27493098,-0.6038745,-0.4065494,0.014867421,0.17498173,-0.32281783,0.05175865,-0.0017615157,0.5772008,0.38554594,-0.6062921,0.031570487,-0.20740992,0.3020966,0.25037873,0.304201,0.1846717,0.17735544,-0.20583661,-0.39788973,-0.67675847,0.22876877,0.2512479,0.4531299,0.9548524,0.18531062,0.032725412,0.033530343,0.34416103,0.03557122,-0.17878821,-0.051233627,-0.37885338,-0.29701096,-0.32671306,0.41718963,-0.10249298,-0.34761596,0.267897,0.053718023,0.38112995,0.22212794,0.27569914,0.5851242,0.28038645,-0.26370132,-0.2190806,-0.09706253,0.10175988,0.052054744,-0.14601026,-0.14637153,0.43229324,-0.054201063,0.42524445
P39,0.5825916,-0.46622798,0.09134867,-0.058030333,-0.08529384,-0.2991341,-0.15215904,0.6139261,-0.100552954,0.30303317,-0.61196554,-0.37344968,-0.025507368,0.20822793,-0.39616597,0.048454303,0.07273211,0.51767963,0.42472732,-0.6148201,-0.016337972,-0.05036811,0.28029528,0.3224433,0.25623563,0.2656427,0.16702966,-0.24857143,-0.40817773,-0.64188135,0.26759955,0.2394018,0.5275571,1.0243531,0.24851122,0.018254166,-0.06550125,0.27617896,0.04511931,-0.28614265,-0.08011226,-0.3732508,-0.24003983,-0.31036046,0.35213715,-0.065457724,-0.29854196,0.18179536,0.15221521,0.38199133,0.1817919,0.2945085,0.5875302,0.25054327,-0.26673988,-0.3207568,-0.074690945,0.13724913,0.07966049,-0.010531221,-0.16005446,0.44663653,-0.10097477,0.45568836
P4,0.7493095,-0.68815994,0.11319267,0.011941916,-0.029001022,-0.44060072,-0.16625758,0.44458756,-0.22828868,0.19728671,-0.6250886,-0.44667733,0.03089528,0.15370047,-0.20961767,0.05738425,0.04713036,0.6919277,0.24183509,-0.56185377,0.15385768,-0.22699082,0.33232093,0.2523395,0.36769405,0.17500809,0.39031452,-0.26437932,-0.43179783,-0.77309614,0.3017819,0.48208487,0.39658478,0.9381957,0.22496213,0.04759764,0.08255424,0.49782085,0.11538622,-0.11137183,-0.03258867,-0.34520274,-0.3465494,-0.36036247,0.40851274,-0.14195076,-0.358131,0.3852265,-0.13232487,0.31872883,0.27512392,0.30483657,0.42169887,0.15919583,-0.2537567,-0.19301546,0.010260302,0.0532979,0.016339319,-0.27552298,-0.08660903,0.27003843,0.00853833,0.4224963
P40,0.7402015,-0.5928032,0.19479623,-0.008984503,-0.041044656,-0.36807388,-0.1728958,0.57401365,-0.11620984,0.25069705,-0.6155238,-0.4338902,0.06154054,0.15063353,-0.26071668,0.0031872888,0.07703234,0.63206524,0.2685428,-0.6197912,0.06452257,-0.25267407,0.35918483,0.24880037,0.3703575,0.12463716,0.32268795,-0.29344514,-0.44103107,-0.7415731,0.23589528,0.3579628,0.38978952,0.9876808,0.1286526,0.06995318,0.07889526,0.4406808,0.10954359,-0.2763394,-0.04751542,-0.42276037,-0.3320983,-0.30984446,0.39376366,-0.1321884,-0.28688365,0.3584046,-0.018425148,0.36300462,0.27681947,0.27129036,0.51297873,0.25802863,-0.2742717,-0.18326871,-0.020477306,0.11894398,-0.0071226447,-0.15426104,-0.15894541,0.34914622,0.00094152056,0.4255406
P41,0.6953249,-0.55668896,0.15934744,-0.026585028,-0.060619753,-0.37934542,-0.19143395,0.4868473,-0.14098087,0.1909961,-0.59378487,-0.41882086,0.017792938,0.16026025,-0.24537028,0.025569947,0.019075371,0.60732394,0.29556257,-0.5077215,0.055113472,-0.13985033,0.27094814,0.25531825,0.32552132,0.17990966,0.29106337,-0.24841112,-0.37321255,-0.725036,0.28641233,0.36258084,0.44047204,0.945756,0.20541921,0.049007665,0.060720943,0.4008884,0.1284273,-0.21778345,-0.056923185,-0.31388384,-0.277614,-0.33376035,0.364409,-0.1152621,-0.34509674,0.28054145,-0.03167765,0.3190674,0.28167993,0.27355692,0.5103691,0.22325408,-0.2376099,-0.19613111,-0.045751274,0.05984005,0.07418396,-0.15091394,-0.07529984,0.3096394,-0.06145775,0.43907675
P5,0.6979487,-0.5241796,0.2008824,-0.034762748,-0.021950243,-0.38325074,-0.21364783,0.5286596,-0.19733377,0.15289353,-0.6085256,-0.4241912,-0.009137309,0.12145405,-0.23382632,0.024668267,0.04878437,0.6441975,0.29165465,-0.5628477,0.06739592,-0.1754232,0.31968006,0.27325568,0.34415013,0.17352304,0.24892244,-0.21317159,-0.47603658,-0.75253797,0.25858834,0.38220316,0.44513088,0.951979,0.23756039,0.049047437,0.030927176,0.3767817,0.060369782,-0.2257613,-0.06976841,-0.37626737,-0.26400954,-0.2982802,0.42919028,-0.12757075,-0.33187035,0.27305695,0.010224823,0.31276438,0.34854603,0.2215565,0.45368126,0.20411453,-0.23339081,-0.18598802,-0.01579684,0.11325,0.016704855,-0.1601577,-0.14879575,0.33192655,-0.079388455,0.4340835
P6,0.7408425,-0.6044068,0.14422268,-0.035961077,-0.020354968,-0.3994929,-0.18355174,0.52553797,-0.15554008,0.21731845,-0.61019003,-0.3887124,0.0070601883,0.18421757,-0.23726624,0.06646567,0.033257496,0.6386741,0.27699086,-0.538433,0.0898995,-0.23106597,0.35276613,0.23627746,0.32716548,0.118192405,0.28603828,-0.22039166,-0.43407217,-0.7567537,0.30450505,0.39175618,0.43032664,0.96875125,0.15078057,0.08850271,0.0953702,0.43002576,0.07583078,-0.23110187,-0.06476912,-0.40767768,-0.28608724,-0.36427036,0.39977267,-0.08747624,-0.2975781,0.36373487,-0.033473663,0.31575662,0.32765704,0.28060424,0.51962495,0.26874462,-0.27710792,-0.15622726,-0.00479912,0.0603574,0.057179406,-0.20282869,-0.06615913,0.32676235,-0.09596653,0.42535764
P7,0.7635264,-0.5414326,0.17068987,-0.019150138,-0.032111023,-0.3259408,-0.17465347,0.50402534,-0.23365265,0.15979105,-0.630966,-0.41940653,0.06881193,0.1514357,-0.23077497,0.089362554,0.000102635466,0.6893988,0.31941363,-0.5928682,0.07508729,-0.2725142,0.2814824,0.20064743,0.3296059,0.14953873,0.2751504,-0.22422023,-0.51045537,-0.7659885,0.21161689,0.3356893,0.45779318,1.011243,0.21022885,0.021599613,0.025437105,0.3710207,0.057567727,-0.09446896,-0.067853875,-0.40880674,-0.29171565,-0.31693596,0.4202298,-0.10643455,-0.31523877,0.37166932,-0.06391501,0.30284232,0.32997015,0.29107198,0.50354975,0.20420831,-0.2638585,-0.17940392,-0.062232044,0.05554441,0.0560672,-0.2250343,-0.054677296,0.3241952,-0.045887213,0.35346597
P8,0.5948539,-0.48557842,0.13303466,-0.032037426,-0.06157954,-0.3076017,-0.16672212,0.5223147,-0.09885233,0.255225,-0.59247863,-0.38387543,0.032086223,0.19065228,-0.28622648,-0.0025719476,0.045294423,0.5256527,0.34141836,-0.5075338,0.028986476,-0.11820278,0.2569595,0.28469217,0.28078055,0.1810447,0.16990462,-0.20978211,-0.35969186,-0.61657417,0.25067353,0.26094264,0.45801616,0.9141214,0.21769267,0.030347379,0.027311148,0.2854981,0.07936391,-0.2499401,-0.08436287,-0.32852447,-0.25500715,-0.2929725,0.36971924,-0.096624896,-0.29921132,0.22797191,0.085496664,0.32065102,0.21314128,0.26504987,0.53821963,0.23986703,-0.25586063,-0.24281245,-0.0859455,0.10523604,0.06511625,-0.08703617,-0.10583262,0.38788283,-0.0862269,0.45386565
P9,0.7661583,-0.5105162,0.19072193,-0.026441155,0.026673453,-0.40980145,-0.18499024,0.5522294,-0.23794986,0.0817314,-0.57176256,-0.48446798,0.021089751,0.09711754,-0.16432491,0.009303123,0.02327466,0.70516115,0.2668266,-0.5800757,0.0461741,-0.2287655,0.36960799,0.34530693,0.3658118,0.13359134,0.32479164,-0.2637256,-0.5277275,-0.8026492,0.28975594,0.43101287,0.412554,0.9953041,0.21177833,0.050402787,0.027948963,0.42909774,0.037224345,-0.25627038,0.004959287,-0.4195713,-0.265147,-0.31555542,0.3950129,-0.16448984,-0.32996202,0.29157344,0.01991846,0.37010753,0.39873046,0.23806924,0.4131847,0.17911646,-0.23700391,-0.16509116,-0.050094612,0.06583781,-0.028756341,-0.2793656,-0.17506044,0.27511358,-0.066153154,0.45223868
PA15,0.5019323,-0.48496923,0.090329364,-0.092853576,-0.15419352,-0.30089238,-0.1336363,0.6469572,-0.011193477,0.35808718,-0.6571337,-0.3902154,-0.017972067,0.28520793,-0.42718834,-0.016758088,0.15067504,0.46719247,0.41470796,-0.5490739,-0.014303835,0.028613213,0.2735891,0.24638805,0.24318725,0.312166,0.0149453515,-0.29688162,-0.257632,-0.636596,0.26787642,0.22721243,0.53586197,0.93978995,0.17795752,0.04147644,-0.03063202,0.21354604,0.1682809,-0.33024895,-0.117813095,-0.26399407,-0.34431773,-0.24678497,0.3581071,-0.14452732,-0.38761127,0.0989049,0.22827235,0.3795351,0.16533367,0.35225946,0.69727105,0.3223704,-0.30929524,-0.31213346,-0.15467177,0.05942493,0.1847313,0.029181182,-0.18663165,0.5857354,-0.13294637,0.57534844
PA16,0.5644914,-0.41615626,0.19317442,-0.06988396,-0.057540786,-0.29760328,-0.15403369,0.64798796,-0.02891055,0.3047141,-0.6481892,-0.3965451,-0.057153605,0.22250293,-0.38404518,-0.05505289,0.10074169,0.49351633,0.3742604,-0.66193795,0.05070627,-0.090142876,0.3439582,0.316866,0.32161102,0.27470112,0.10963417,-0.31587046,-0.3730778,-0.60423565,0.292902,0.20810495,0.5422665,0.97264844,0.15043692,0.059614573,0.035530124,0.23676127,0.06970677,-0.36694568,-0.07932419,-0.33398768,-0.3150742,-0.24691287,0.42473766,-0.19166344,-0.4058344,0.13971655,0.23683296,0.3833721,0.29474014,0.22987433,0.60245955,0.24631251,-0.28611362,-0.2725865,-0.139082,0.11909495,0.11701498,-0.112031095,-0.1861181,0.53841746,-0.02745367,0.5678093
PA17,0.45285493,-0.43726662,0.044140097,-0.09954848,-0.18116117,-0.31442776,-0.12397012,0.68858945,0.027451992,0.42669392,-0.7079385,-0.38347077,0.0114332,0.33676237,-0.50026315,0.019307414,0.17135692,0.38253102,0.40657955,-0.55614775,-0.03319977,0.07385907,0.22117124,0.24593066,0.16967994,0.39310697,-0.042040084,-0.23616803,-0.23978305,-0.6580118,0.2470082,0.17872767,0.52134925,0.9076991,0.16614327,0.0005145966,-0.08390683,0.13567017,0.25858188,-0.36124757,-0.122474045,-0.22931334,-0.39008158,-0.2537079,0.35231504,-0.11644861,-0.4048803,0.08103699,0.2512007,0.3946727,0.060219575,0.35644698,0.78931665,0.28759986,-0.3565866,-0.3757306,-0.2062014,0.09610976,0.17100874,0.15361106,-0.2192131,0.6652599,-0.15896778,0.6099515
PA18,0.5146157,-0.44520208,0.13589786,-0.09248402,-0.18112625,-0.3147959,-0.114404835,0.6871077,0.009149154,0.40589258,-0.58960015,-0.35904446,-0.05690638,0.36318713,-0.40975976,-0.027350113,0.12565365,0.46960115,0.4455549,-0.61160344,-0.06868561,-0.0042839046,0.30313647,0.2458195,0.23564988,0.28040794,-0.001754905,-0.3242376,-0.2734514,-0.6226677,0.35339847,0.115024395,0.5274437,0.9662908,0.15560818,0.088978276,0.05111122,0.21389563,0.20985632,-0.41846073,-0.16131775,-0.34023547,-0.2953657,-0.27732694,0.40392512,-0.16097616,-0.3868512,0.13800676,0.21453586,0.43557808,0.22467586,0.28041402,0.68353146,0.39789397,-0.27365404,-0.2922648,-0.14105985,0.020936605,0.21193083,0.057941966,-0.19990097,0.51964676,-0.14201139,0.59087
PA19,0.44188002,-0.40959647,0.08526299,-0.12460524,-0.21002401,-0.2813575,-0.09898681,0.673984,0.02997769,0.44687465,-0.6476999,-0.36653954,0.018844344,0.36378443,-0.4685371,-0.046626057,0.14947112,0.3871769,0.5129792,-0.5538976,-0.066614084,0.08474669,0.2526342,0.2883682,0.15355454,0.3774777,-0.109577656,-0.25913393,-0.27603313,-0.6389429,0.32557568,0.12014498,0.57286763,0.9494187,0.21307822,0.084632024,-0.015701324,0.1603637,0.19921355,-0.36623773,-0.08147902,-0.29528993,-0.36801106,-0.22885013,0.40299046,-0.15067802,-0.43894997,0.06420571,0.31144,0.3936417,0.07975816,0.37323794,0.77686334,0.3402038,-0.33249804,-0.40130273,-0.19880301,0.05555736,0.24822465,0.17322807,-0.19448167,0.6532097,-0.10859628,0.5768176
PA20,0.46088296,-0.3789994,0.015794754,-0.07255916,-0.17630507,-0.2972927,-0.1270286,0.699896,0.021754228,0.4629852,-0.68588066,-0.33834684,-0.021267021,0.38806635,-0.5028811,0.027731156,0.15717311,0.34486052,0.4855034,-0.5366206,-0.043402437,0.04033856,0.20315082,0.25319967,0.1438655,0.35801995,-0.10365635,-0.23910528,-0.25947136,-0.6324744,0.28416258,0.10263214,0.5597561,0.9367855,0.1228265,0.027137589,-0.089304805,0.12991406,0.2581796,-0.37268645,-0.1588366,-0.23019351,-0.407519,-0.25917163,0.40552607,-0.097253665,-0.45204148,0.07457686,0.3233782,0.39101335,0.06348367,0.34717053,0.8215339,0.34850895,-0.36466604,-0.36345837,-0.18591346,0.08718478,0.23301391,0.14296965,-0.22937497,0.69009596,-0.15426707,0.6374926
PA21,0.5634103,-0.43938622,0.11627136,-0.034730423,-0.08286234,-0.3306052,-0.18020795,0.5402866,-0.08774648,0.28052303,-0.5847729,-0.39316943,0.009370232,0.22864614,-0.33036175,0.03088384,0.06744705,0.51407534,0.37979254,-0.56273556,-0.008145844,-0.06623706,0.24024671,0.27319905,0.24700417,0.24631184,0.14749086,-0.25633648,-0.34101754,-0.63186806,0.27351508,0.2587197,0.44891423,0.9213692,0.20268072,0.010436852,-0.020031234,0.28342545,0.123898774,-0.2709654,-0.09135225,-0.3356848,-0.27621734,-0.25513732,0.36246148,-0.103107676,-0.3176324,0.21681698,0.12781411,0.32734603,0.21829817,0.3061781,0.5956789,0.22353321,-0.24358794,-0.26795062,-0.06999346,0.085384704,0.09150331,-0.06116329,-0.16589715,0.44259572,-0.0701014,0.47045496
PS08,0.43958327,-0.45096558,0.013088765,-0.07276107,-0.1961999,-0.31686968,-0.12618153,0.6682195,0.046686336,0.44940162,-0.7047635,-0.37117296,0.018942978,0.3562333,-0.5052874,0.03763645,0.17104368,0.39506257,0.45569584,-0.5533486,-0.0020104854,0.08157639,0.24472183,0.25824475,0.20190288,0.4120118,-0.040660717,-0.27042148,-0.25960022,-0.6380585,0.26006794,0.19766636,0.5212302,0.8968341,0.1335214,0.033845622,-0.060581695,0.14316705,0.23477389,-0.37860614,-0.09288235,-0.2541626,-0.3780356,-0.20577253,0.39051256,-0.14293246,-0.40641648,0.06230541,0.2663881,0.3607035,0.07167125,0.3824307,0.78858143,0.30451453,-0.3606945,-0.36207265,-0.20777433,0.10511804,0.2117896,0.13726626,-0.21839872,0.64371437,-0.14527921,0.6297882
PS09,0.55136275,-0.5145142,0.021755012,-0.06945964,-0.14156172,-0.32788604,-0.08141672,0.6173688,0.026267832,0.3853002,-0.6963143,-0.33890387,0.01900083,0.27891177,-0.50217605,0.036961745,0.14125481,0.45219377,0.44454727,-0.53999746,0.022472637,0.06657208,0.22187436,0.28639397,0.2001125,0.379511,0.010915314,-0.27615985,-0.25332418,-0.6407439,0.24867734,0.23594153,0.58217436,0.99472886,0.21160969,0.073240995,-0.057228237,0.1676049,0.1623303,-0.26149315,-0.032684833,-0.24700648,-0.34548205,-0.23366126,0.35578102,-0.102265626,-0.39026207,0.1384657,0.13421299,0.4244842,0.048053656,0.4211726,0.73152,0.30090246,-0.27679476,-0.3883345,-0.16327275,0.015263787,0.20408306,0.15282509,-0.19542186,0.5784732,-0.14123239,0.5287573
PS10,0.5452586,-0.43266475,0.068230994,-0.061311435,-0.17186819,-0.30406606,-0.1780056,0.6489161,-0.0607196,0.41304561,-0.618642,-0.3649802,-0.023796417,0.31136873,-0.45009822,-0.0009879956,0.10015409,0.45961425,0.41949484,-0.49979267,-0.023136567,0.002881293,0.20599768,0.21660966,0.2455762,0.37657806,0.009938189,-0.2219029,-0.32408577,-0.7022278,0.33001584,0.16402286,0.57673573,0.97152615,0.16549945,0.08838612,0.010709855,0.20258099,0.26176095,-0.3080241,-0.062197566,-0.2309913,-0.28605583,-0.29006875,0.4420629,-0.14486562,-0.45071226,0.1940417,0.22695306,0.3825512,0.16369405,0.40156525,0.7641861,0.325716,-0.32819661,-0.39991397,-0.17082709,0.00038872779,0.23570345,0.13337024,-0.11445931,0.58963484,-0.19558828,0.51880383
PS11,0.46955943,-0.4635228,0.026602056,-0.024529807,-0.20080222,-0.28718212,-0.15207312,0.61611533,0.013080391,0.43979242,-0.72361004,-0.34433573,0.036458917,0.35437962,-0.50470984,0.0024947731,0.16661343,0.4459073,0.38370183,-0.5573512,0.010412332,0.071471125,0.18030444,0.23330589,0.1836925,0.3813919,-0.04066081,-0.2658734,-0.19608219,-0.6594156,0.27943695,0.19424042,0.5697242,0.93660724,0.13304693,0.0014942805,-0.089187965,0.16948196,0.28520045,-0.2978445,-0.13023521,-0.24039625,-0.39444146,-0.19887093,0.35884953,-0.09686234,-0.43909398,0.14937013,0.2324089,0.38623536,0.049230557,0.4194043,0.7960949,0.26140323,-0.35235178,-0.3644085,-0.18442604,0.068705134,0.2227452,0.17830615,-0.22255233,0.67181784,-0.10105041,0.60732806
p2t,0.62567407,-0.4999483,0.1353305,-0.061511368,-0.0805932,-0.3620456,-0.17744479,0.51657426,-0.1017658,0.2884336,-0.62475246,-0.3932231,0.0103625925,0.20563821,-0.29345393,0.027169593,0.05848237,0.54313546,0.3618774,-0.5553177,0.0338288,-0.15906627,0.30607796,0.27102855,0.27699775,0.22179502,0.17317647,-0.22943288,-0.391095,-0.65299535,0.2479053,0.28701958,0.47514287,0.9318024,0.20739952,0.04996305,0.055756077,0.32292,0.08466222,-0.21527363,-0.045023214,-0.3360321,-0.27371928,-0.30186787,0.3723382,-0.14712673,-0.35499623,0.22350207,0.06474288,0.3625158,0.23670135,0.302748,0.5273021,0.2279966,-0.21675579,-0.24080385,-0.053654563,0.0667073,0.08540971,-0.13349621,-0.11602093,0.36792985,-0.03926277,0.44734588
p3t,0.618333,-0.4921467,0.15767078,-0.059257124,-0.03900109,-0.33894885,-0.1644578,0.5512525,-0.11879364,0.2534636,-0.5980718,-0.388599,0.041546326,0.17834808,-0.28754714,0.005404585,0.04118566,0.54022545,0.36367032,-0.5561229,0.018890442,-0.18273123,0.28725627,0.26291108,0.2589229,0.17684296,0.20458569,-0.19482993,-0.44909066,-0.6583955,0.25047934,0.27564165,0.46773565,0.9516412,0.23299697,0.07059979,0.035669383,0.37685743,0.07238367,-0.20287263,-0.051085725,-0.38530686,-0.28993842,-0.31919977,0.42104626,-0.1451705,-0.353356,0.2736737,0.08197035,0.3300946,0.25626406,0.24685831,0.5329899,0.24651498,-0.24672616,-0.24509837,-0.06430815,0.07028684,0.089136,-0.14712305,-0.07871007,0.38500533,-0.045358725,0.42237854
p7t,0.6478477,-0.5937559,0.13253991,-0.05134752,-0.069028564,-0.338451,-0.21322143,0.53832537,-0.14793563,0.27607462,-0.5702826,-0.40636367,0.04693761,0.16344127,-0.30273187,0.012589918,0.074474625,0.57587963,0.37412968,-0.52911747,0.025710227,-0.21585262,0.32944188,0.25232962,0.27567834,0.20916641,0.24312899,-0.230902,-0.4243285,-0.7272825,0.30994147,0.32957286,0.46783736,0.94128627,0.26093143,0.06378806,0.090895586,0.43817735,0.066002086,-0.22460073,-0.085920714,-0.43341452,-0.29693848,-0.33811185,0.4378826,-0.16594061,-0.3068775,0.29185098,0.02913525,0.3153524,0.28530514,0.29373968,0.50231355,0.2545881,-0.26765934,-0.19585282,-0.05732008,0.12480307,0.012573889,-0.16992895,-0.04011617,0.35438424,-0.0024707376,0.40253603
